"Driver, goods",Large goods vehicle drivers
"Driver, grab",Crane drivers
"Driver, grader",Mobile machine drivers and operatives n.e.c.
"Driver, guide, coke",Elementary process plant occupations n.e.c.
"Driver, hammer",Metal making and treating process operatives
"Driver, haulage",Large goods vehicle drivers,Crane drivers
"Driver, haulage, motor",Large goods vehicle drivers
"Driver, hauler",Crane drivers
"Driver, hearse",Taxi and cab drivers and chauffeurs
"Driver, hire, private",Taxi and cab drivers and chauffeurs
"Driver, hoist",Crane drivers
"Driver, horse",Other drivers and transport operatives n.e.c.
"Driver, house, power",Energy plant operatives
"Driver, hyster",Fork-lift truck drivers
"Driver, incline",Crane drivers
"Driver, internal",Fork-lift truck drivers
"Driver, launch",Marine and waterways transport operatives
"Driver, library, mobile",Large goods vehicle drivers
"Driver, lift",Crane drivers
"Driver, lift, fork",Fork-lift truck drivers
"Driver, lister",Other drivers and transport operatives n.e.c.
"Driver, loader",Large goods vehicle drivers,Mobile machine drivers and operatives n.e.c.,Air transport operatives
"Driver, loader, low",Large goods vehicle drivers
"Driver, loader, side",Fork-lift truck drivers
"Driver, loco",Train and tram drivers
"Driver, locomotive",Train and tram drivers
"Driver, lorry",Large goods vehicle drivers
"Driver, low-loader",Large goods vehicle drivers
"Driver, machine",Chemical and related process operatives,Agricultural machinery drivers,Mobile machine drivers and operatives n.e.c.
"Driver, machine, armouring",Plant and machine operatives n.e.c.
"Driver, machine, cable",Plant and machine operatives n.e.c.
"Driver, machine, cabling",Plant and machine operatives n.e.c.
"Driver, machine, insulating",Plant and machine operatives n.e.c.
"Driver, machine, lapping",Plant and machine operatives n.e.c.
"Driver, machine, layer-up",Plant and machine operatives n.e.c.
"Driver, machine, spreading",Mobile machine drivers and operatives n.e.c.
"Driver, machine, stoking",Mobile machine drivers and operatives n.e.c.
"Driver, machine, tubing",Plant and machine operatives n.e.c.
"Driver, magnet",Crane drivers
"Driver, mail, motor",Van drivers
"Driver, mail, paddy",Crane drivers
"Driver, manipulator",Elementary process plant occupations n.e.c.
"Driver, minibus",Bus and coach drivers
"Driver, minicab",Taxi and cab drivers and chauffeurs
"Driver, mixer, concrete",Process operatives n.e.c.
"Driver, motor",Energy plant operatives,Van drivers,Taxi and cab drivers and chauffeurs
"Driver, motor, dumpy",Mobile machine drivers and operatives n.e.c.
"Driver, motor, electric",Other drivers and transport operatives n.e.c.
"Driver, motor, railway",Van drivers
"Driver, motor, telpher",Crane drivers
"Driver, multi-drop",Van drivers
"Driver, multi-drop, hgv",Large goods vehicle drivers
"Driver, navvy",Mobile machine drivers and operatives n.e.c.
"Driver, paddy",Crane drivers
"Driver, pile",Mobile machine drivers and operatives n.e.c.
"Driver, plant",Mobile machine drivers and operatives n.e.c.
"Driver, police, civilian",Taxi and cab drivers and chauffeurs
"Driver, press",Metal making and treating process operatives
"Driver, printer's",Printing machine assistants
"Driver, pump, concrete",Large goods vehicle drivers
"Driver, racing",Sports players
"Driver, rack",Metal making and treating process operatives
"Driver, ram",Other drivers and transport operatives n.e.c.
"Driver, ransom",Other drivers and transport operatives n.e.c.
"Driver, recovery",Van drivers
"Driver, refuse",Large goods vehicle drivers
"Driver, removal",Large goods vehicle drivers
"Driver, rest",Metal making and treating process operatives
"Driver, roll",Metal making and treating process operatives
"Driver, roller",Metal making and treating process operatives,Quarry workers and related operatives,Mobile machine drivers and operatives n.e.c.
"Driver, rolley",Large goods vehicle drivers
"Driver, rolly",Large goods vehicle drivers
"Driver, saw",Plant and machine operatives n.e.c.
"Driver, scammell",Large goods vehicle drivers
"Driver, scoop",Mobile machine drivers and operatives n.e.c.
"Driver, scraper",Mobile machine drivers and operatives n.e.c.
"Driver, sentinel",Mobile machine drivers and operatives n.e.c.
"Driver, shear",Plant and machine operatives n.e.c.
"Driver, shearer",Coal mine operatives
"Driver, shears",Plant and machine operatives n.e.c.
"Driver, shovel",Mobile machine drivers and operatives n.e.c.
"Driver, shunter",Train and tram drivers
"Driver, skid",Metal making and treating process operatives
"Driver, skip",Crane drivers
"Driver, spray, water",Metal making and treating process operatives
"Driver, stacker",Fork-lift truck drivers
"Driver, steamroller",Mobile machine drivers and operatives n.e.c.
"Driver, stenter",Textile process operatives
"Driver, surface",Rail transport operatives
"Driver, sweeper",Mobile machine drivers and operatives n.e.c.
"Driver, sweeper, road, mechanical",Mobile machine drivers and operatives n.e.c.
"Driver, table",Metal making and treating process operatives
"Driver, tandem",Crane drivers
"Driver, tanker",Large goods vehicle drivers
"Driver, taxi",Taxi and cab drivers and chauffeurs
"Driver, taxicab",Taxi and cab drivers and chauffeurs
"Driver, test",Other drivers and transport operatives n.e.c.
"Driver, tilter",Metal making and treating process operatives
"Driver, tip",Crane drivers
"Driver, tipper",Large goods vehicle drivers
"Driver, tool, mechanical",Mobile machine drivers and operatives n.e.c.
"Driver, tractor",Large goods vehicle drivers,Agricultural machinery drivers,Mobile machine drivers and operatives n.e.c.,Forestry workers
"Driver, train",Train and tram drivers
"Driver, tram",Train and tram drivers
"Driver, transport",Large goods vehicle drivers,Fork-lift truck drivers
"Driver, transport, patient",Ambulance staff (excluding paramedics)
"Driver, transporter",Large goods vehicle drivers
"Driver, traverser",Other drivers and transport operatives n.e.c.
"Driver, trolley",Mobile machine drivers and operatives n.e.c.
"Driver, truck",Large goods vehicle drivers,Fork-lift truck drivers
"Driver, truck, bogie",Mobile machine drivers and operatives n.e.c.
"Driver, truck, clamp",Fork-lift truck drivers
"Driver, truck, dumper",Mobile machine drivers and operatives n.e.c.
"Driver, truck, electric",Fork-lift truck drivers
"Driver, truck, fork",Fork-lift truck drivers
"Driver, truck, fork-lift",Fork-lift truck drivers
"Driver, truck, lift, fork",Fork-lift truck drivers
"Driver, truck, lister",Other drivers and transport operatives n.e.c.
"Driver, truck, power",Fork-lift truck drivers
"Driver, truck, ransom",Mobile machine drivers and operatives n.e.c.
"Driver, truck, stacker",Fork-lift truck drivers
"Driver, truck, works",Fork-lift truck drivers
"Driver, tug",Marine and waterways transport operatives,Air transport operatives
"Driver, turbine",Energy plant operatives
"Driver, turbo-blower",Energy plant operatives
"Driver, van",Van drivers
"Driver, van, delivery",Van drivers
"Driver, vehicle, articulated",Large goods vehicle drivers
"Driver, vehicle, carrying, passenger",Bus and coach drivers
"Driver, vehicle, goods, large",Large goods vehicle drivers
"Driver, vehicle, motor",Large goods vehicle drivers
"Driver, vehicle, service, public",Bus and coach drivers
"Driver, wagon",Large goods vehicle drivers
"Driver, warehouse",Van drivers
"Driver, winch",Crane drivers
"Driver-attendant, ambulance",Ambulance staff (excluding paramedics)
"Dropper, fire",Rail transport operatives
"Drummer, glycerine","Packers, bottlers, canners and fillers"
"Dryer, bacon","Food, drink and tobacco process operatives"
"Dryer, can",Textile process operatives
"Dryer, clay",Process operatives n.e.c.
"Dryer, clip",Textile process operatives
"Dryer, cloth",Textile process operatives
"Dryer, colour",Chemical and related process operatives
"Dryer, core",Metal making and treating process operatives
"Dryer, cylinder",Textile process operatives
"Dryer, dyed",Textile process operatives
"Dryer, felt",Textile process operatives
"Dryer, gelatine",Chemical and related process operatives
"Dryer, glue",Chemical and related process operatives
"Dryer, grain","Food, drink and tobacco process operatives"
"Dryer, hair",Textile process operatives
"Dryer, kiln",Paper and wood machine operatives
"Dryer, machine",Textile process operatives
"Dryer, ore",Process operatives n.e.c.
"Dryer, pearl",Process operatives n.e.c.
"Dryer, pulp","Food, drink and tobacco process operatives"
"Dryer, rag",Textile process operatives
"Dryer, salt",Process operatives n.e.c.
"Dryer, sand",Process operatives n.e.c.
"Dryer, tobacco","Food, drink and tobacco process operatives"
"Dryer, veneer",Paper and wood machine operatives
"Dryer, warp",Textile process operatives
"Dryer, wool",Textile process operatives
"Dryer, yarn",Textile process operatives
"Duster, colour","Glass and ceramics makers, decorators and finishers"
"Dyer, beam",Chemical and related process operatives
"Dyer, black",Chemical and related process operatives
"Dyer, brush",Chemical and related process operatives
"Dyer, calico",Chemical and related process operatives
"Dyer, carpet",Chemical and related process operatives
"Dyer, clothes",Chemical and related process operatives
"Dyer, colour",Chemical and related process operatives
"Dyer, cop",Chemical and related process operatives
"Dyer, cord",Chemical and related process operatives
"Dyer, fibre",Chemical and related process operatives
"Dyer, fur",Chemical and related process operatives
"Dyer, fustian",Chemical and related process operatives
"Dyer, garment",Chemical and related process operatives
"Dyer, glove",Chemical and related process operatives
"Dyer, hair",Chemical and related process operatives
"Dyer, hank",Chemical and related process operatives
"Dyer, hat",Chemical and related process operatives
"Dyer, head",Chemical and related process operatives
"Dyer, jig",Chemical and related process operatives
"Dyer, job",Chemical and related process operatives
"Dyer, master",Chemical and related process operatives
"Dyer, operative",Chemical and related process operatives
"Dyer, piece",Chemical and related process operatives
"Dyer, skein",Chemical and related process operatives
"Dyer, skin",Chemical and related process operatives
"Dyer, technical",Engineering professionals n.e.c.
"Dyer, vat",Chemical and related process operatives
"Dyer, vessel",Chemical and related process operatives
"Dyer, warp",Chemical and related process operatives
"Dyer, winch",Chemical and related process operatives
"Dyer, yarn",Chemical and related process operatives
"Earner, fee",Legal associate professionals
"Economist, home",Health associate professionals n.e.c.
"Edger, gilt",Print finishing and binding workers
"Editor, art","Journalists, newspaper and periodical editors"
"Editor, camera, video","Photographers, audio-visual and broadcasting equipment operators"
"Editor, cartographic","Authors, writers and translators"
"Editor, content",Web design and development professionals,"Journalists, newspaper and periodical editors"
"Editor, copy","Journalists, newspaper and periodical editors"
"Editor, dubbing","Photographers, audio-visual and broadcasting equipment operators"
"Editor, film","Arts officers, producers and directors"
"Editor, listings","Journalists, newspaper and periodical editors"
"Editor, news","Journalists, newspaper and periodical editors"
"Editor, newspaper","Journalists, newspaper and periodical editors"
"Editor, picture","Journalists, newspaper and periodical editors"
"Editor, production","Journalists, newspaper and periodical editors"
"Editor, sales","Authors, writers and translators"
"Editor, sound","Photographers, audio-visual and broadcasting equipment operators"
"Editor, sub","Journalists, newspaper and periodical editors"
"Editor, tape, video","Arts officers, producers and directors"
"Editor, technical","Authors, writers and translators"
"Editor, video","Arts officers, producers and directors"
"Editor, web",Web design and development professionals
"Educationalist, needs, special",Special needs education teaching professionals
"Educator, health, dental",Medical and dental technicians
"Educator, years, early",Nursery nurses and assistants
"Elder, church",Welfare and housing associate professionals n.e.c.
"Electrician, aircraft",Aircraft maintenance and related trades
"Electrician, auto","Vehicle technicians, mechanics and electricians"
"Electrician, automobile","Vehicle technicians, mechanics and electricians"
"Electrician, chief","Skilled metal, electrical and electronic trades supervisors",Marine and waterways transport operatives
"Electrician, maintenance","Vehicle technicians, mechanics and electricians",Electricians and electrical fitters
"Electrician, radio","TV, video and audio engineers"
"Electrician, vehicle","Vehicle technicians, mechanics and electricians"
"Embosser, cloth",Textile process operatives
"Embosser, hilt",Other skilled trades n.e.c.
"Embosser, leather",Print finishing and binding workers
"Employee, bank",Bank and post office clerks
"Employee, railway",Rail transport operatives
"Emptier, biscuit",Elementary process plant occupations n.e.c.
"Emptier, press","Glass and ceramics makers, decorators and finishers"
"Emptier, press, electrical","Glass and ceramics makers, decorators and finishers"
"Emptier, rubbish",Elementary process plant occupations n.e.c.
"Emptier, wagon",Coal mine operatives
"Emptier, ware",Elementary process plant occupations n.e.c.
"Emptier, wheel",Elementary process plant occupations n.e.c.
"Enabler, care",Care workers and home carers
"Enabler, housing, rural",Housing officers
"Enabler, mission",Welfare and housing associate professionals n.e.c.
"Engineer, BSC",Telecommunications engineers
"Engineer, BSS",Telecommunications engineers
"Engineer, CAD",Draughtspersons
"Engineer, CCTV",Electrical and electronic trades n.e.c.
"Engineer, CNC",Metal machining setters and setter-operators
"Engineer, Gas, British",Plumbers and heating and ventilating engineers
"Engineer, HGV","Vehicle technicians, mechanics and electricians"
"Engineer, House, Trinity",Metal working production and maintenance fitters
"Engineer, IN",Telecommunications engineers
"Engineer, IT",IT engineers
"Engineer, LGV","Vehicle technicians, mechanics and electricians"
"Engineer, MWD",Civil engineers
"Engineer, NOC",Telecommunications engineers
"Engineer, NSS",Telecommunications engineers
"Engineer, VAS",Telecommunications engineers
"Engineer, acoustics",Engineering professionals n.e.c.,Construction and building trades n.e.c.
"Engineer, aerial",Plant and machine operatives n.e.c.,Assemblers (electrical and electronic products)
"Engineer, aero",Aircraft maintenance and related trades
"Engineer, aeronautical",Mechanical engineers,Aircraft maintenance and related trades
"Engineer, aerospace",Mechanical engineers
"Engineer, agricultural",Engineering professionals n.e.c.,Metal working production and maintenance fitters
"Engineer, aircraft",Engineering technicians,Aircraft maintenance and related trades
"Engineer, airline",Aircraft maintenance and related trades
"Engineer, alarm",Electrical and electronic trades n.e.c.
"Engineer, appliance",Electricians and electrical fitters
"Engineer, aquaculture",Civil engineers
"Engineer, area",Electrical engineers,Electronics engineers
"Engineer, assembly",Metal working production and maintenance fitters
"Engineer, assessing","Estimators, valuers and assessors"
"Engineer, assistant",Civil engineers,Electrical engineers,Electrical and electronics technicians,Engineering technicians,Ship and hovercraft officers,Metal working production and maintenance fitters,"Skilled metal, electrical and electronic trades supervisors"
"Engineer, assurance, quality",Quality control and planning engineers
"Engineer, audio","Photographers, audio-visual and broadcasting equipment operators","TV, video and audio engineers"
"Engineer, autocad",Draughtspersons
"Engineer, automobile",Mechanical engineers,"Vehicle technicians, mechanics and electricians"
"Engineer, automotive",Mechanical engineers,"Vehicle technicians, mechanics and electricians"
"Engineer, aviation",Mechanical engineers,Aircraft maintenance and related trades
"Engineer, avionics",Electronics engineers
"Engineer, bakery",Metal working production and maintenance fitters
"Engineer, barge",Boat and ship builders and repairers
"Engineer, battery",Plant and machine operatives n.e.c.
"Engineer, biomass",Engineering professionals n.e.c.,Plumbers and heating and ventilating engineers
"Engineer, biomedical",Engineering professionals n.e.c.
"Engineer, boiler",Energy plant operatives
"Engineer, boilerhouse",Energy plant operatives
"Engineer, boring",Civil engineers,Quarry workers and related operatives
"Engineer, borough",Civil engineers
"Engineer, branch",Electrical engineers
"Engineer, breakdown, vehicle","Vehicle technicians, mechanics and electricians"
"Engineer, brewer's",Metal working production and maintenance fitters
"Engineer, broadcast",Electronics engineers,Electrical and electronic trades n.e.c.
"Engineer, broadcasting",Electronics engineers,Electrical and electronic trades n.e.c.
"Engineer, building and civil",Civil engineers
"Engineer, building",Civil engineers
"Engineer, bus","Vehicle technicians, mechanics and electricians"
"Engineer, cable",Telecommunications engineers
"Engineer, calibration",Precision instrument makers and repairers
"Engineer, camera, video","Photographers, audio-visual and broadcasting equipment operators"
"Engineer, capstan",Metal machining setters and setter-operators
"Engineer, carding",Metal working production and maintenance fitters
"Engineer, catering",Metal working production and maintenance fitters
"Engineer, ceramics",Engineering professionals n.e.c.
"Engineer, charge",Electrical engineers,"Skilled metal, electrical and electronic trades supervisors"
"Engineer, chemical",Production and process engineers
"Engineer, chief",Mechanical engineers,Electrical engineers,Engineering professionals n.e.c.,Ship and hovercraft officers,Boat and ship builders and repairers,Marine and waterways transport operatives
"Engineer, chief, area",Mechanical engineers
"Engineer, cinema",Electricians and electrical fitters
"Engineer, circuit",Electricians and electrical fitters
"Engineer, city",Civil engineers
"Engineer, civil",Civil engineers,Construction and building trades n.e.c.
"Engineer, civil, consulting",Construction project managers and related professionals
"Engineer, clinical",Design and development engineers
"Engineer, colliery",Civil engineers
"Engineer, combustion",Engineering professionals n.e.c.
"Engineer, commercial",Business sales executives
"Engineer, commissioning",Engineering technicians
"Engineer, communication",Electronics engineers,Electrical and electronic trades n.e.c.
"Engineer, communication, radio",Electronics engineers
"Engineer, communications",Electronics engineers,Electrical and electronic trades n.e.c.
"Engineer, computer","IT business analysts, architects and systems designers",IT engineers
"Engineer, conditioning, air",Engineering professionals n.e.c.,Air-conditioning and refrigeration engineers
"Engineer, conductor, lightning",Construction and building trades n.e.c.
"Engineer, configuration",IT engineers
"Engineer, construction",Civil engineers,Construction and building trades n.e.c.
"Engineer, constructional",Civil engineers,Steel erectors
"Engineer, consulting",Business sales executives
"Engineer, consumers",Business sales executives
"Engineer, contract",Engineering technicians
"Engineer, contractor's",Civil engineers
"Engineer, contracts",Engineering technicians
"Engineer, control",Electrical engineers
"Engineer, control, noise",Engineering professionals n.e.c.,Construction and building trades n.e.c.
"Engineer, control, numerically, computer",Metal machining setters and setter-operators
"Engineer, control, production",Production and process engineers
"Engineer, control, quality",Quality control and planning engineers
"Engineer, control, strata",Civil engineers
"Engineer, control, vision","Photographers, audio-visual and broadcasting equipment operators"
"Engineer, control, weight",Draughtspersons
"Engineer, copier",Electrical and electronic trades n.e.c.
"Engineer, corrosion",Engineering professionals n.e.c.,Metal working production and maintenance fitters
"Engineer, cost","Estimators, valuers and assessors"
"Engineer, costing","Estimators, valuers and assessors"
"Engineer, county",Civil engineers
"Engineer, crane",Metal working production and maintenance fitters
"Engineer, cryogenic",Engineering professionals n.e.c.
"Engineer, customer",IT engineers,Electrical and electronic trades n.e.c.
"Engineer, cycle",Metal working production and maintenance fitters
"Engineer, dairy",Metal working production and maintenance fitters
"Engineer, data",Telecommunications engineers
"Engineer, decommissioning",Engineering professionals n.e.c.
"Engineer, defence, flood",Civil engineers
"Engineer, demolition",Civil engineers,Construction operatives n.e.c.
"Engineer, dental",Medical and dental technicians
"Engineer, depot",Metal working production and maintenance fitters
"Engineer, design and development",Design and development engineers
"Engineer, design and test",Design and development engineers
"Engineer, design",Design and development engineers
"Engineer, design, aided, computer",Draughtspersons
"Engineer, design, assisted, computer",Draughtspersons
"Engineer, design, computer","IT business analysts, architects and systems designers"
"Engineer, design, electrical",Electrical engineers
"Engineer, design, hardware",Design and development engineers
"Engineer, design, mechanical",Design and development engineers
"Engineer, design, network",Information technology and telecommunications professionals n.e.c.
"Engineer, design, software",Programmers and software development professionals
"Engineer, development",Design and development engineers
"Engineer, development, business",Business sales executives
"Engineer, development, software",Programmers and software development professionals
"Engineer, diesel",Mechanical engineers,"Vehicle technicians, mechanics and electricians"
"Engineer, disposal, bomb",NCOs and other ranks
"Engineer, distribution",Electrical engineers,Engineering technicians
"Engineer, distribution, voltage, high",Engineering technicians
"Engineer, district",Civil engineers,Electrical engineers,Metal working production and maintenance fitters
"Engineer, dock",Civil engineers
"Engineer, docks",Civil engineers
"Engineer, dockyard",Metal working production and maintenance fitters
"Engineer, domestic",Electricians and electrical fitters,Plumbers and heating and ventilating engineers,Cleaners and domestics
"Engineer, drainage",Civil engineers,Construction operatives n.e.c.
"Engineer, dredger",Civil engineers,Marine and waterways transport operatives
"Engineer, drilling",Civil engineers
"Engineer, electrical and mechanical",Electrical engineers,Electricians and electrical fitters
"Engineer, electrical",Electrical engineers,Electricians and electrical fitters
"Engineer, electrical, area",Electrical engineers
"Engineer, electrical, assistant",Electricians and electrical fitters
"Engineer, electrical, auto","Vehicle technicians, mechanics and electricians"
"Engineer, electrical, charge, assistant",Electrical engineers
"Engineer, electrical, chief",Electrical engineers
"Engineer, electrical, colliery","Skilled metal, electrical and electronic trades supervisors"
"Engineer, electrical, group",Electrical engineers
"Engineer, electrical, head",Electrical engineers
"Engineer, electrical, maintenance",Electricians and electrical fitters
"Engineer, electrical, nos",Ship and hovercraft officers,Electricians and electrical fitters
"Engineer, electrical, senior",Electrical engineers
"Engineer, electrical, unit",Electricians and electrical fitters
"Engineer, electrical, works",Electrical engineers
"Engineer, electro-mechanical",Electricians and electrical fitters
"Engineer, electronic",Electronics engineers,Electrical and electronic trades n.e.c.
"Engineer, electronics",Electronics engineers,"TV, video and audio engineers",Electrical and electronic trades n.e.c.
"Engineer, elevators, grain",Metal working production and maintenance fitters
"Engineer, environmental",Environment professionals
"Engineer, equipment",Electrical engineers
"Engineer, equipment, catering",Metal working production and maintenance fitters
"Engineer, erection",Metal working production and maintenance fitters
"Engineer, estate",Metal working production and maintenance fitters
"Engineer, estimating","Estimators, valuers and assessors"
"Engineer, evaluation",Quality assurance technicians
"Engineer, excavator",Metal working production and maintenance fitters
"Engineer, exchange, telephone",Telecommunications engineers
"Engineer, executive",Electrical and electronics technicians
"Engineer, experimental",Engineering professionals n.e.c.
"Engineer, explosive",Production and process engineers
"Engineer, explosives",Construction operatives n.e.c.
"Engineer, extinguisher, fire",Metal working production and maintenance fitters
"Engineer, extrusion",Plastics process operatives
"Engineer, fabrication",Metal working production and maintenance fitters
"Engineer, fax",Electrical and electronic trades n.e.c.
"Engineer, field",Civil engineers,Metal working production and maintenance fitters,Telecommunications engineers,"TV, video and audio engineers",IT engineers,Electrical and electronic trades n.e.c.,Plumbers and heating and ventilating engineers
"Engineer, film",Electricians and electrical fitters
"Engineer, filter",Metal working production and maintenance fitters
"Engineer, financial","Actuaries, economists and statisticians"
"Engineer, fire",Fire service officers (watch manager and below)
"Engineer, first",Electrical engineers,Ship and hovercraft officers,Boat and ship builders and repairers
"Engineer, fleet","Vehicle technicians, mechanics and electricians"
"Engineer, flight",Aircraft pilots and flight engineers,Ship and hovercraft officers
"Engineer, forklift",Metal working production and maintenance fitters
"Engineer, foundry",Metal working production and maintenance fitters
"Engineer, fuel",Engineering professionals n.e.c.
"Engineer, furnace",Metal working production and maintenance fitters
"Engineer, garage","Vehicle technicians, mechanics and electricians"
"Engineer, gas and heating",Plumbers and heating and ventilating engineers
"Engineer, gas and water",Plumbers and heating and ventilating engineers
"Engineer, gas",Engineering professionals n.e.c.,Plumbers and heating and ventilating engineers
"Engineer, gas, emergency",Plumbers and heating and ventilating engineers
"Engineer, gas, natural",Civil engineers
"Engineer, gas, technical",Plumbers and heating and ventilating engineers
"Engineer, generating",Electrical engineers
"Engineer, genetic",Biological scientists and biochemists
"Engineer, geoenvironmental",Environment professionals
"Engineer, geophysical",Physical scientists
"Engineer, geotechnical",Civil engineers
"Engineer, glass",Engineering professionals n.e.c.
"Engineer, grinding",Metal machining setters and setter-operators
"Engineer, ground",Metal working production and maintenance fitters
"Engineer, hardware",IT engineers
"Engineer, health, public",Civil engineers
"Engineer, heat and domestic",Plumbers and heating and ventilating engineers
"Engineer, heating and lighting",Plumbers and heating and ventilating engineers
"Engineer, heating and plumbing",Plumbers and heating and ventilating engineers
"Engineer, heating and ventilating",Engineering professionals n.e.c.,Plumbers and heating and ventilating engineers
"Engineer, heating",Engineering professionals n.e.c.,Plumbers and heating and ventilating engineers
"Engineer, heating, central",Plumbers and heating and ventilating engineers
"Engineer, heating, gas",Plumbers and heating and ventilating engineers
"Engineer, heavy",Mechanical engineers,Metal working production and maintenance fitters
"Engineer, helicopter",Aircraft maintenance and related trades
"Engineer, highway",Civil engineers
"Engineer, highways",Civil engineers
"Engineer, horological",Precision instrument makers and repairers
"Engineer, horticultural",Engineering professionals n.e.c.,Metal working production and maintenance fitters
"Engineer, hosiery",Metal working production and maintenance fitters
"Engineer, hospital",Metal working production and maintenance fitters
"Engineer, hovercraft",Metal working production and maintenance fitters
"Engineer, hydraulic",Mechanical engineers,Ship and hovercraft officers,Metal working production and maintenance fitters
"Engineer, illuminating",Design and development engineers,Electricians and electrical fitters
"Engineer, improvement, continuous",Production and process engineers
"Engineer, incorporated",Civil engineers,Mechanical engineers,Electrical engineers
"Engineer, industrial",Production and process engineers
"Engineer, infrastructure","IT business analysts, architects and systems designers"
"Engineer, injection, fuel","Vehicle technicians, mechanics and electricians"
"Engineer, inspection","Estimators, valuers and assessors",Routine inspectors and testers
"Engineer, inspector",Routine inspectors and testers
"Engineer, installation",Electrical and electronics technicians,Metal working production and maintenance fitters,Electricians and electrical fitters,Telecommunications engineers,"TV, video and audio engineers",IT engineers,Electrical and electronic trades n.e.c.,Plumbers and heating and ventilating engineers,"Glaziers, window fabricators and fitters"
"Engineer, installation, cable",Telecommunications engineers
"Engineer, installation, gas",Plumbers and heating and ventilating engineers
"Engineer, installation, network",Information technology and telecommunications professionals n.e.c.
"Engineer, installation, satellite","TV, video and audio engineers"
"Engineer, instrument",Precision instrument makers and repairers
"Engineer, insulating",Construction operatives n.e.c.
"Engineer, insulation",Construction and building trades n.e.c.
"Engineer, insulation, thermal",Construction operatives n.e.c.
"Engineer, insurance","Estimators, valuers and assessors"
"Engineer, integration, network",Information technology and telecommunications professionals n.e.c.
"Engineer, investigating, technical","Science, engineering and production technicians n.e.c."
"Engineer, investigation, defect",Metal working production and maintenance fitters
"Engineer, irrigation",Civil engineers,Construction and building trades n.e.c.
"Engineer, land, contaminated",Environment professionals
"Engineer, landfill",Environment professionals
"Engineer, laser",Electrical engineers
"Engineer, lathe",Metal machining setters and setter-operators
"Engineer, laundry",Metal working production and maintenance fitters
"Engineer, lift",Metal working production and maintenance fitters
"Engineer, light",Metal working production and maintenance fitters
"Engineer, light, traffic",Electrical and electronic trades n.e.c.
"Engineer, lighting",Design and development engineers,Electricians and electrical fitters
"Engineer, lighting, street",Electricians and electrical fitters
"Engineer, line",Metal working production and maintenance fitters,Telecommunications engineers
"Engineer, lining, chimney",Construction operatives n.e.c.
"Engineer, locomotive",Mechanical engineers,Rail and rolling stock builders and repairers
"Engineer, lubrication",Engineering professionals n.e.c.,Plant and machine operatives n.e.c.
"Engineer, machine",Metal working production and maintenance fitters,Electricians and electrical fitters,Electrical and electronic trades n.e.c.
"Engineer, machine, vending","Debt, rent and other cash collectors"
"Engineer, machinery",Metal working production and maintenance fitters
"Engineer, machines",Metal working production and maintenance fitters
"Engineer, mains",Electrical and electronic trades n.e.c.,Plumbers and heating and ventilating engineers
"Engineer, mains, electrical",Electrical and electronic trades n.e.c.
"Engineer, maintenance",Civil engineers,Metal working production and maintenance fitters,Precision instrument makers and repairers,"Vehicle technicians, mechanics and electricians",Aircraft maintenance and related trades,Telecommunications engineers,"TV, video and audio engineers",IT engineers,Electrical and electronic trades n.e.c.,Plumbers and heating and ventilating engineers,Construction and building trades n.e.c.
"Engineer, maintenance, aircraft",Aircraft maintenance and related trades
"Engineer, maintenance, computer",IT engineers
"Engineer, maintenance, electrical",Electricians and electrical fitters
"Engineer, maintenance, highways",Civil engineers
"Engineer, maintenance, mechanical",Metal working production and maintenance fitters
"Engineer, maintenance, plant",Metal working production and maintenance fitters
"Engineer, maintenance, tyre",Routine inspectors and testers
"Engineer, making, tool","Tool makers, tool fitters and markers-out"
"Engineer, manufacturing",Engineering technicians
"Engineer, marine",Mechanical engineers,Ship and hovercraft officers,Boat and ship builders and repairers
"Engineer, marine, chief",Mechanical engineers,Ship and hovercraft officers
"Engineer, marine, senior",Mechanical engineers
"Engineer, marine, superintendent",Mechanical engineers
"Engineer, marketing, product",Business sales executives
"Engineer, measurement, work",Business and related associate professionals n.e.c.
"Engineer, mechanical and electrical",Mechanical engineers,Electrical engineers,Metal working production and maintenance fitters
"Engineer, mechanical",Mechanical engineers,Metal working production and maintenance fitters
"Engineer, mechanical, area",Mechanical engineers
"Engineer, mechanical, chief",Mechanical engineers
"Engineer, mechanical, colliery","Skilled metal, electrical and electronic trades supervisors"
"Engineer, mechanical, group",Mechanical engineers
"Engineer, mechanical, unit",Mechanical engineers
"Engineer, mechanisation",Mechanical engineers
"Engineer, mechatronics",Engineering professionals n.e.c.
"Engineer, medical",Engineering professionals n.e.c.,Medical and dental technicians
"Engineer, metallurgical",Engineering professionals n.e.c.
"Engineer, meter",Precision instrument makers and repairers
"Engineer, methods",Business and related associate professionals n.e.c.
"Engineer, microwave",Electronics engineers
"Engineer, mill",Mechanical engineers,Metal working production and maintenance fitters
"Engineer, milling",Metal machining setters and setter-operators
"Engineer, mining",Civil engineers
"Engineer, model",Metal working production and maintenance fitters
"Engineer, monotype",Metal working production and maintenance fitters
"Engineer, motor","Vehicle technicians, mechanics and electricians"
"Engineer, motor, staff","Vehicle technicians, mechanics and electricians"
"Engineer, motorcycle","Vehicle technicians, mechanics and electricians"
"Engineer, motorsport",Mechanical engineers
"Engineer, mower",Metal working production and maintenance fitters
"Engineer, mud",Civil engineers
"Engineer, municipal",Civil engineers
